Neor (6),03,046,00244,035634,0.103844714624,0.000539608269505,75.06252113728198,30.40914214064071,99.2,67.7,32.333333333333336,83.0,43.0
Maluka (5),03,046,00244,035635,0.22372441983,0.00199790253284,75.05636107329116,30.434585838879343,99.4,73.3,32.03333333333334,75.49999999999999,44.599999999999994
Kotha Guru (1),03,046,00244,035636,0.280758985935,0.00259410417023,75.09619530265206,30.445370934676987,99.1,56.0,34.96666666666666,85.7,49.900000000000006
Burj Thror (2),03,046,00244,035637,0.0803242394185,0.000342341513414,75.05614049626206,30.467967414269026,100.0,7.8,30.966666666666665,59.9,74.5
Siriewala (183),03,046,00244,035638,0.147808576837,0.00120628965398,75.04776056862471,30.48848561177101,96.8,66.4,32.36666666666667,82.4,44.6
Burj Ladha Singhwala (184),03,046,00244,035639,0.109279065557,0.000566881354915,75.08052597003717,30.513924124820846,94.4,76.6,31.766666666666666,84.89999999999999,41.4
Kesar Singhwala (185),03,046,00244,035640,0.0940635540759,0.000395575142524,75.11424753839799,30.51645635408579,98.0,52.6,34.13333333333333,69.39999999999999,58.4
Bhodipura (20),03,046,00244,035641,0.142573317269,0.00101113168541,75.15141027355088,30.540145508232854,95.7,72.1,30.433333333333334,83.39999999999999,52.5
Ramuwala (17),03,046,00244,035642,0.0900373830925,0.000443501676599,75.13273817042057,30.55990691971408,100.0,59.2,30.499999999999996,83.7,55.400000000000006
Hakam Singhwala (18),03,046,00244,035643,0.103368822858,0.000438206440202,75.15097088268607,30.570347091066765,86.7,84.89999999999999,27.03333333333333,68.10000000000001,39.4
Koer Singhwala (19),03,046,00244,035644,0.116001024067,0.000541381826023,75.16985638811252,30.55180683528107,94.7,78.1,34.53333333333333,82.2,66.8
Aklia Jalal (21),03,046,00244,035645,0.148208243166,0.00100554810915,75.15565285800011,30.515003276667642,99.3,74.7,32.03333333333334,76.60000000000001,50.5
Gurusar (22),03,046,00244,035646,0.107339345838,0.000654264341341,75.13863347435137,30.502355009033863,95.2,78.2,34.46666666666666,87.5,61.2
Hamirgarh (23),03,046,00244,035647,0.122972559346,0.000777726260088,75.12782836331888,30.473857865230684,97.8,63.599999999999994,30.26666666666667,87.30000000000001,53.400000000000006
Jalal (24),03,046,00244,035648,0.234522334644,0.00210007786394,75.15842141929414,30.472639362519033,99.39999999999999,66.9,32.43333333333333,79.3,64.3
Dyalpura Bhaika (25),03,046,00244,035649,0.24746656257,0.00173583047557,75.20222924285338,30.48130131517331,98.6,58.7,28.700000000000003,75.60000000000001,45.2
Gaunspura (26),03,046,00244,035650,0.0894686001513,0.000334491665434,75.20688990583437,30.50419582689875,96.6,62.199999999999996,39.2,94.9,77.3
Kangar (27),03,046,00244,035651,0.14892083956,0.00066055287682,75.22773019214748,30.492726350589862,96.6,69.9,31.166666666666668,77.5,40.0
Adampura (29),03,046,00244,035653,0.175097999967,0.00171567884286,75.25698596659464,30.49585742638834,95.9,90.30000000000001,33.1,76.30000000000001,57.3
Dulewala (31),03,046,00244,035655,0.113601613462,0.000590122231558,75.24902981706578,30.451667634383796,82.9,83.5,28.066666666666663,67.2,49.4
Bhai Rupa (32),03,046,00244,035656,0.353299708572,0.00426242581973,75.21611308944881,30.435119602020848,96.89999999999999,86.6,30.86666666666667,87.0,51.5
Gumti Kalan (33),03,046,00244,035657,0.230076419229,0.00188771671457,75.1643609816104,30.42182125030314,95.2,70.8,26.8,73.5,47.1
Dayalpura Mirza (1),03,046,00244,035658,0.205481586466,0.00201918842889,75.14322680501965,30.40131275978814,84.6,61.9,30.900000000000002,76.7,40.7
Selbrah (34),03,046,00244,035659,0.198469160839,0.00145214739611,75.19418849222222,30.38460152152686,96.9,63.1,30.900000000000002,80.4,46.2
Kauloke (36),03,046,00244,035660,0.075934563554,0.000323645720631,75.22089810130132,30.37586581463728,98.8,67.5,35.9,86.39999999999999,62.2
Burj Gill (35),03,046,00244,035661,0.0926916349188,0.000483667345331,75.22484297568002,30.396649349586767,98.0,57.5,26.733333333333334,75.30000000000001,35.5
Dhapali (444),03,046,00244,035662,0.38918261774,0.00235518596366,75.26686615286388,30.376130837861353,97.5,62.300000000000004,33.833333333333336,90.5,62.4
Ghandawna (441),03,046,00244,035663,0.141142319752,0.000776862601608,75.27385355165143,30.422452839887967,90.7,78.3,34.199999999999996,80.39999999999999,46.400000000000006
Sandhu Khurd (442),03,046,00244,035664,0.0943975120965,0.000420483714072,75.29426584537777,30.412973296041685,98.2,49.400000000000006,32.63333333333333,91.3,57.400000000000006
Phulewala (443),03,046,00244,035665,0.119731792991,0.000609151684753,75.28643880333038,30.394005918196854,97.1,51.5,31.86666666666667,77.50000000000001,38.8
Raiya Urf Hardaspura (2),03,046,00244,035666,0.257242433533,0.00128714602509,75.30828900855897,30.362129050489898,96.1,52.599999999999994,29.13333333333333,80.8,42.8
Dhingar (445),03,046,00244,035667,0.0908724165939,0.000358920031249,75.29103663723782,30.34168827959627,98.8,60.599999999999994,32.06666666666667,87.9,57.1
Allike (446),03,046,00244,035668,0.135338217934,0.000567991318247,75.31153575550007,30.335746156517985,96.0,58.0,29.600000000000005,76.8,39.5
Chotian (42),03,046,00244,035669,0.10327001337,0.000349102223408,75.29229908471507,30.322622206089534,95.1,82.2,27.566666666666666,74.5,43.8
Bugran (43),03,046,00244,035670,0.131254906474,0.000441803847074,75.30941951956419,30.314375346175723,97.5,51.5,28.23333333333333,77.1,50.0
Jethuke (447),03,046,00244,035671,0.194042250829,0.000903145732523,75.32715872831079,30.29048603508096,95.1,74.8,33.46666666666666,73.6,49.1
Ghureli (448),03,046,00244,035672,0.0817244486029,0.000303547731088,75.3551277394451,30.274933875724287,96.1,79.6,32.03333333333334,73.2,48.3
Ghurela (49),03,046,00244,035673,0.0986135891996,0.000391204200442,75.35874779341884,30.25428938817845,97.19999999999999,49.2,31.83333333333333,86.80000000000001,53.1
Jeondan (71),03,046,00244,035674,0.20788656225,0.00129020797033,75.33276431600041,30.256096059911442,98.10000000000001,91.9,35.9,81.5,53.699999999999996
