Bahala (20-N)),06,085,00413,062336,0.0845755953183,0.000386845693139,76.29207947793293,28.41427717747939,78.8,1.1,23.366666666666664,73.4,32.2
Naya Gaon (21-N),06,085,00413,062337,0.107172484102,0.000451717089039,76.31032367998239,28.417300806147466,84.7,29.700000000000003,21.13333333333333,79.6,36.4
Gadhi (25-N),06,085,00413,062338,0.0760645401758,0.000232142106546,76.32874296750015,28.414864613188627,75.4,47.4,25.266666666666666,78.39999999999999,40.300000000000004
Bawa (22-N),06,085,00413,062339,0.130148880194,0.00102659321224,76.31624832335092,28.392182559758396,92.0,66.6,24.799999999999997,78.10000000000001,27.2
Karoli (23-N),06,085,00413,062340,0.107788906466,0.000728662033376,76.34085848494664,28.3786712966251,88.7,35.3,30.700000000000003,82.7,41.3
Bisoha (24-N),06,085,00413,062341,0.103552927484,0.000596630958626,76.34853487686087,28.402104729430278,88.6,13.8,32.6,88.4,41.0
Khursaid Nagar (27-N),06,085,00413,062342,0.104830729475,0.000469354981727,76.35888275353346,28.441731299650996,89.9,0.0,26.600000000000005,87.7,50.0
Jholri (26-N),06,085,00413,062343,0.116338721556,0.000585295723197,76.34418501459413,28.436702874663013,91.8,45.7,21.76666666666667,76.60000000000001,20.099999999999998
Mamtaz Pura (28-N),06,085,00413,062344,0.0878092783623,0.000247477343744,76.3557509679477,28.418955802906964,91.7,4.4,20.4,89.1,43.300000000000004
Bherangi (29-N),06,085,00413,062345,0.0830955052715,0.000375054118996,76.37458997136247,28.415129106989184,97.0,23.8,30.166666666666668,86.3,34.8
Lookhi (2),06,085,00413,062346,0.141485884344,0.000841222906858,76.36869832883758,28.380581972920993,93.1,30.9,32.333333333333336,87.2,43.1
Gujarwas (1),06,085,00413,062347,0.0713675969419,0.000333813513004,76.38414517696935,28.387657538769815,95.6,53.300000000000004,20.3,84.0,28.4
Nahar (10-N),06,085,00413,062348,0.123177429677,0.000770761164738,76.40979641631804,28.38098534849729,87.4,43.1,29.099999999999998,79.0,33.9
Kohard (30-N),06,085,00413,062350,0.0866864014789,0.00036334549722,76.40254404459506,28.42244574341578,94.5,34.7,24.299999999999997,76.3,30.2
Lilodh (13-N),06,085,00413,062351,0.125503347182,0.000812934365092,76.40668145274066,28.451249228070935,98.2,78.49999999999999,29.3,82.50000000000001,39.4
Sudhrana (12-N),06,085,00413,062352,0.0834085963387,0.000422662966134,76.42691645584546,28.45080972998528,89.9,75.60000000000001,29.13333333333333,87.8,28.5
Judi (11-N),06,085,00413,062353,0.0799943180065,0.000356158238582,76.43039013580602,28.432185371267508,93.9,44.0,29.400000000000002,81.60000000000001,39.0
Jhal (9-N),06,085,00413,062354,0.152389126472,0.000683544692455,76.43645915175011,28.410067113751495,88.3,77.80000000000001,27.066666666666663,74.6,30.6
Shadat Nagar (8-N),06,085,00413,062355,0.120024622898,0.000491742403818,76.45026998325005,28.403816955906677,91.8,81.4,37.43333333333333,88.60000000000001,46.900000000000006
Surehli (167),06,085,00413,062356,0.0863605241159,0.000383679957658,76.43637614074368,28.38188415952868,88.8,100.0,22.36666666666667,78.8,32.8
Jhharoda (5-N),06,085,00413,062358,0.0866258538603,0.000399904803516,76.39975939526198,28.365168037010562,85.8,90.0,23.400000000000006,80.9,24.200000000000003
Kheri (4-N),06,085,00413,062359,0.107423040025,0.000433082299459,76.3942176710002,28.35043129275573,85.4,87.0,30.299999999999997,90.8,29.2
Nangal (3/ 1-N),06,085,00413,062360,0.101017207366,0.00038071122962,76.40105079226805,28.33558364353661,47.3,99.0,13.799999999999999,73.4,25.2
Dakhora(2),06,085,00413,062361,0.0722679860294,0.000317865151239,76.41653416317871,28.35124075051891,92.9,98.80000000000001,28.599999999999998,93.69999999999999,44.8
Lula Hir (7-N),06,085,00413,062362,0.0922066101075,0.000503475883007,76.43377979753649,28.362331904805842,94.3,88.9,27.333333333333332,86.50000000000001,39.9
Tumna (169),06,085,00413,062363,0.0769576538622,0.000351477114075,76.45623342017217,28.35405278623972,84.2,5.3999999999999995,30.366666666666664,77.0,37.1
Shamnagar (168_),06,085,00413,062364,0.0747359838528,0.00035799856872,76.45348865470538,28.37317464182098,91.2,15.3,28.899999999999995,88.9,46.5
Zahadpur Tapa Kosli (170),06,085,00413,062365,0.0574670497225,0.000196025380873,76.47010814007649,28.366756928827158,93.9,46.5,35.4,85.3,51.2
Bhurthala (171),06,085,00413,062366,0.0820365844444,0.000307843977091,76.47241441285422,28.379718003744244,89.8,16.8,29.933333333333334,89.39999999999999,45.1
Nathera(166),06,085,00413,062367,0.0790092746358,0.000384360488545,76.46289056063029,28.396104811093494,93.39999999999999,66.60000000000001,29.299999999999997,86.8,40.9
Chhawa (190),06,085,00413,062368,0.0734025649571,0.000238962531956,76.50079863916562,28.422271316076035,89.1,97.9,19.666666666666664,75.60000000000001,31.900000000000002
Kosli (172),06,085,00413,062369,0.159661387416,0.0010246270541,76.4885571186507,28.399770045448918,95.8,90.1,36.833333333333336,84.69999999999999,39.5
Malasiawas (189),06,085,00413,062370,0.0683409619414,0.000257011282772,76.51978251818906,28.406555107281918,82.1,100.0,29.866666666666664,86.6,40.3
Gugod (174),06,085,00413,062371,0.0845582631921,0.000439124536658,76.5158528012949,28.389377225558746,90.7,97.1,26.2,75.30000000000001,25.700000000000003
Muralipur (102),06,085,00413,062373,0.0789603990641,0.00030232958215,76.50106466944476,28.3705469639832,96.9,98.4,36.66666666666667,91.60000000000001,44.599999999999994
Nangal Pathani (101),06,085,00413,062374,0.102059346737,0.000497843926535,76.49798876898399,28.3567897225887,91.5,20.599999999999998,35.4,84.7,44.3
Babroli (100),06,085,00413,062375,0.0824992357594,0.000427533671656,76.48005568661347,28.350551043930636,95.0,99.4,21.2,82.39999999999999,25.700000000000003
Bahotwas Bhondu (99),06,085,00413,062376,0.0852391169737,0.000376621663126,76.4990840499193,28.335017660207996,92.7,73.7,29.666666666666668,87.3,46.6
Gopalpur Gazi (103),06,085,00413,062377,0.121630900488,0.000392944761086,76.5368357838355,28.342741124111626,83.8,98.4,21.03333333333333,64.1,24.7
Gudiani (175),06,085,00413,062378,0.121808016817,0.000940609251,76.52962694346667,28.36270790339603,90.2,81.0,27.366666666666664,79.3,27.5
Jakhala(185),06,085,00413,062379,0.0998982109241,0.000624736601371,76.53757007705849,28.387554100783404,87.9,29.900000000000002,22.96666666666667,76.0,39.1
Mundra (184),06,085,00413,062380,0.0655890538828,0.000280217834772,76.55826997565345,28.382352174101186,92.8,18.299999999999997,36.833333333333336,75.2,31.4
Ahmadpur Partal (177),06,085,00413,062381,0.0951403277956,0.000467641768174,76.56887503883479,28.353693372307532,86.1,97.30000000000001,19.666666666666668,80.1,30.299999999999997
Boriawas (176),06,085,00413,062382,0.0692935833744,0.000218460504244,76.54977847102776,28.354078817678158,89.8,73.0,29.2,89.10000000000001,47.4
Shadipur (178),06,085,00413,062383,0.0899383976023,0.000188638948096,76.62880052675001,28.295740480993175,92.5,32.3,29.833333333333332,87.3,33.9
Surakhpur Tappa Kosli (179),06,085,00413,062384,0.0780282369969,0.00027790495208,76.57897714217023,28.367462486124282,74.3,87.80000000000001,20.599999999999998,81.1,30.8
Bairampur (183),06,085,00413,062385,0.0929471704578,0.000342662041427,76.5660852208149,28.393825025766034,82.8,10.0,27.700000000000003,84.7,41.0
Ratan Thal (180),06,085,00413,062386,0.136767034965,0.00103584849606,76.58725463515833,28.390690365773764,74.39999999999999,40.9,25.799999999999997,74.5,24.6
Usmanpur (181),06,085,00413,062387,0.0832423400494,0.000341707689732,76.59812742899913,28.419430785301984,87.1,89.5,26.666666666666668,84.4,33.199999999999996
Bhakali (165) (CT),06,085,00413,062388,0.107646959426,0.000549934460284,76.47160531655561,28.418749726010162,94.89999999999999,72.8,33.766666666666666,86.7,46.8
Kanhori(242),06,085,00414,062389,0.105060699752,0.000479369984785,76.61798902736257,28.417741827824898,85.9,63.900000000000006,24.53333333333333,66.99999999999999,29.1
Kanhora (241),06,085,00414,062390,0.0806821153828,0.000187097862332,76.61369804600014,28.403162494818673,70.3,84.7,12.266666666666667,26.7,7.7
Gadala (243),06,085,00414,062391,0.0607155741864,0.000132572569697,76.63721239775003,28.409667734800053,80.5,41.3,24.700000000000003,79.3,20.6
Gurawara (245),06,085,00414,062393,0.214830810327,0.00157564276401,76.63881039976752,28.380720031744033,88.4,15.0,34.50000000000001,70.4,38.400000000000006
Hansawas (240),06,085,00414,062394,0.127041657751,0.000521697649726,76.60947959223012,28.38768357454046,92.6,93.1,34.36666666666667,81.1,25.200000000000003
Pahrajwas (239),06,085,00414,062395,0.073442919364,0.00029347963476,76.60088830863475,28.36172955652853,96.2,98.3,28.266666666666666,89.1,39.0
Saidpur (237),06,085,00414,062396,0.041352452951,0.000101362302905,76.58828067430892,28.351703763567798,92.9,100.0,27.36666666666667,92.80000000000001,32.1
Chang (238) ,06,085,00414,062397,0.0569437714546,0.00011714111272,76.60032749574685,28.352207218448427,85.7,85.7,23.8,85.7,57.1
Palhawas (236),06,085,00414,062398,0.135481346674,0.000637485954594,76.62382744375003,28.35510262271339,96.6,94.5,30.433333333333337,81.0,34.3
Jiwara (247),06,085,00414,062399,0.0731598759894,0.000284570988894,76.64312735475363,28.35419679158639,97.1,5.8,25.3,85.9,38.199999999999996
Maliaki (246),06,085,00414,062400,0.0560798402565,0.00016236230001,76.6569894213352,28.36365568737608,90.8,98.8,21.799999999999997,76.9,39.1
Chauki  (248),06,085,00414,062401,0.0405203817324,9.87950573161e-05,76.656621541888,28.34886136634384,98.4,95.9,25.966666666666665,83.7,44.3
Aasiaki Gorawas (249),06,085,00414,062402,0.0337217515481,6.5726859287e-05,76.64360215304941,28.342199459960113,87.7,60.2,25.933333333333334,69.2,29.200000000000003
Chandanwas (251),06,085,00414,062404,0.0989623438367,0.000281350539988,76.63202194900003,28.339727059658685,94.2,92.69999999999999,25.36666666666667,84.80000000000001,33.0
Khera Aalampur (235),06,085,00414,062405,0.0555651652959,0.000181787382324,76.61953852806352,28.337883849311993,92.9,93.9,25.233333333333334,74.7,32.3
Rojhuwas (231),06,085,00414,062407,0.065100761953,0.000205975494592,76.58421556336697,28.32419588393202,89.6,99.39999999999999,24.53333333333333,86.80000000000001,30.2
Qutabpuri Buzarg (233),06,085,00414,062408,0.0691173482243,0.000208208783664,76.57931994219012,28.3413863446317,94.5,19.3,27.666666666666668,89.4,33.1
Suma Khera (232),06,085,00414,062409,0.0745100606809,0.000317133546046,76.56897466543785,28.333235560831895,92.4,27.7,32.56666666666667,79.9,29.0
Parkhotampur (104),06,085,00414,062411,0.10180868986,0.000524597913655,76.51618009190872,28.329638481898883,75.6,99.10000000000001,26.900000000000002,72.30000000000001,23.3
Musepur (105),06,085,00414,062412,0.0777679155738,0.00027824346125,76.5210950085928,28.30816408578869,93.1,78.8,33.300000000000004,87.6,50.4
Berli Kalan (310),06,085,00414,062413,0.102400358578,0.000588977852029,76.4965792113087,28.30566571869963,88.5,84.8,32.7,78.7,42.8
Baldhan Kalan (98),06,085,00414,062414,0.116164340509,0.000547804848473,76.47812761940594,28.3328097538257,91.5,80.6,30.066666666666666,88.39999999999999,40.3
Baldhan Khurd (97),06,085,00414,062415,0.0877160244456,0.000348132229529,76.4777871343723,28.319152266336687,90.4,100.0,25.7,82.60000000000001,36.7
Khushpura (4),06,085,00414,062416,0.0747897549311,0.000230127585424,76.45753692550005,28.332793243300785,92.2,99.60000000000001,34.166666666666664,88.1,49.800000000000004
Darauli (3),06,085,00414,062417,0.0881634310055,0.000398246117186,76.44363269010631,28.340615800840112,91.7,13.5,24.599999999999998,88.7,34.9
Fatehpuri Tappa Dahina (5),06,085,00414,062418,0.128631473973,0.000577882026922,76.44188750000012,28.323815608666678,94.6,17.900000000000002,29.36666666666667,85.69999999999999,46.8
Kanwali (10),06,085,00414,062419,0.136835896096,0.00093278150943,76.41469113902735,28.310781115497605,93.8,77.8,35.46666666666667,89.3,49.0
Lisan (1),06,085,00414,062420,0.113966242068,0.000779420093,76.37093384462918,28.352612226919916,81.8,63.5,26.400000000000002,83.2,33.9
Gothara Tappa Dahina (11),06,085,00414,062421,0.103690914264,0.000584118864675,76.3841908597422,28.327095119802607,85.5,15.0,25.066666666666663,87.3,26.9
Dahina (12),06,085,00414,062422,0.189444860971,0.0014037821265,76.3816901890001,28.30703947444357,82.5,29.8,26.933333333333334,79.3,33.6
Masit (9),06,085,00414,062423,0.0889167928203,0.000409805983667,76.44262461662379,28.284379337655594,76.2,81.6,21.3,72.6,40.5
Didoli (8),06,085,00414,062424,0.125980688993,0.000340232449811,76.44508061231983,28.299032963807974,73.8,59.4,28.933333333333334,78.1,20.0
Rampuri (7),06,085,00414,062425,0.0618263850297,0.000208981356616,76.44234248706795,28.311206754556736,87.3,99.1,26.566666666666666,89.20000000000002,35.8
Kahari (6),06,085,00414,062426,0.0597415111844,0.000201199254768,76.4566302015557,28.30691598655261,72.5,99.30000000000001,30.433333333333337,80.4,44.9
Motla Kalan (96),06,085,00414,062427,0.0777822118295,0.000385077711601,76.47163252810674,28.30421526923743,89.60000000000001,36.2,36.833333333333336,83.7,45.1
Motla Khurd (95),06,085,00414,062428,0.068953654544,0.000243607744696,76.46520742771008,28.283350370298763,81.8,64.8,33.56666666666667,84.69999999999999,50.5
Kumroda (94),06,085,00414,062429,0.0771747403662,0.000297126754696,76.47997495174286,28.286104963598007,77.5,15.9,25.86666666666667,76.2,24.2
Chauki No-2 (311),06,085,00414,062430,0.0758908086999,0.000314495269278,76.49456832973982,28.2825523494663,90.5,39.4,30.86666666666667,83.7,45.900000000000006
Berli Khurd (93),06,085,00414,062431,0.107865781052,0.00065542152206,76.51366019785434,28.285400283564286,88.9,77.80000000000001,24.133333333333336,78.0,32.2
Halukhera (92),06,085,00414,062432,0.0739418026312,0.000328129867384,76.53213186202953,28.293316002534652,92.0,97.2,33.06666666666666,92.1,44.6
Dohakia (107),06,085,00414,062433,0.102197652867,0.000450971888116,76.5481392215001,28.291982955350363,84.8,70.0,27.26666666666667,78.3,30.3
Lala (228),06,085,00414,062434,0.0846186741785,0.000437540533633,76.56870690262599,28.314708676561793,94.89999999999999,90.0,28.299999999999997,85.8,32.9
