78.2,58.4,28.3,74.0,49.1
98.7,34.0,33.43333333333334,62.7,57.0
99.1,100.0,38.66666666666666,82.0,78.3
85.4,84.0,34.93333333333333,86.4,80.6
99.1,53.1,28.266666666666666,78.6,51.6
97.9,88.19999999999996,41.73333333333333,91.6,69.8
92.1,49.7,27.36666666666667,74.19999999999997,64.9
95.7,64.6,30.43333333333333,70.6,70.1
96.8,76.80000000000003,31.566666666666666,95.0,64.4
98.9,95.7,36.966666666666654,97.9,81.5
100.0,100.0,41.63333333333333,100.0,100.0
96.9,94.9,32.73333333333333,88.0,67.6
98.8,92.3,30.0,89.5,76.5
99.5,85.4,31.13333333333333,86.8,78.3
96.5,79.1,36.5,89.50000000000001,70.6
98.5,89.7,34.73333333333333,73.8,70.60000000000002
96.7,95.8,31.899999999999995,82.9,83.4
98.7,64.1,34.66666666666667,84.9,74.5
98.9,61.5,32.56666666666667,92.3,72.5
100.0,92.9,31.23333333333333,80.3,38.5
99.0,99.0,35.333333333333336,93.0,89.0
99.5,98.6,32.40000000000001,88.30000000000004,87.9
98.3,96.5,33.1,66.9,69.8
89.7,96.9,32.0,82.5,86.5
97.3,74.7,33.833333333333336,86.39999999999998,65.89999999999999
100.0,97.9,35.4,80.99999999999999,64.1
100.0,97.2,33.63333333333333,94.5,81.19999999999997
98.9,79.6,34.7,81.89999999999998,54.0
99.0,87.8,30.633333333333336,96.2,77.0
95.0,85.9,29.16666666666667,95.0,78.3
96.7,93.4,27.6,58.3,62.3
99.1,95.4,40.6,84.5,74.5
99.1,84.30000000000003,31.16666666666667,82.4,68.5
98.8,95.3,33.833333333333336,85.10000000000002,77.9
98.3,84.5,33.3,79.0,65.1
97.4,60.4,37.16666666666666,81.80000000000003,68.7
98.9,72.9,31.63333333333333,80.7,56.5
95.7,85.9,31.96666666666667,83.1,79.5
99.0,80.4,26.466666666666665,70.10000000000001,82.4
97.7,97.3,36.2,92.1,88.69999999999996
98.6,89.9,30.2,87.1,57.6
99.6,68.69999999999999,34.266666666666666,87.80000000000004,86.69999999999996
100.0,76.9,36.4,90.7,98.5
100.0,88.4,32.23333333333333,90.0,89.2
97.9,93.6,31.23333333333333,92.2,69.7
98.8,87.4,33.63333333333333,84.19999999999997,60.6
100.0,90.0,32.13333333333333,89.6,84.6
100.0,90.1,38.06666666666667,94.4,95.7
99.5,75.2,30.26666666666667,81.7,69.9
98.7,89.0,36.833333333333336,91.6,89.4
100.0,100.0,69.46666666666665,100.0,191.7
98.6,59.1,33.56666666666667,89.4,76.10000000000002
98.5,98.6,34.36666666666667,89.6,86.6
97.2,93.4,29.53333333333333,78.3,65.1
99.3,77.7,38.46666666666667,96.2,99.3
100.0,88.4,35.03333333333333,76.9,70.5
99.0,89.1,55.8,91.6,95.7
100.0,63.8,35.9,91.0,78.7
99.1,99.1,33.9,89.7,67.2
98.2,92.9,38.2,95.0,85.9
96.7,84.4,34.13333333333333,83.60000000000002,55.4
99.6,78.5,39.73333333333333,84.8,76.3
95.9,73.9,33.36666666666667,83.5,61.3
96.5,64.4,39.7,80.8,70.3
100.0,87.30000000000004,35.86666666666667,80.10000000000002,64.6
100.0,63.0,31.633333333333336,80.60000000000002,62.0
98.4,92.9,35.7,98.5,84.2
97.3,73.7,36.833333333333336,89.5,70.5
100.0,95.7,40.766666666666666,93.1,71.9
98.5,67.8,44.2,79.19999999999997,54.6
99.0,95.6,36.966666666666654,76.8,51.9
95.5,93.6,34.63333333333333,78.4,67.89999999999999
100.0,94.6,37.73333333333333,23.1,59.3
100.0,66.5,35.266666666666666,80.80000000000003,72.4
100.0,99.5,37.2,87.5,72.0
97.1,91.3,36.23333333333333,86.3,79.89999999999998
97.7,100.0,32.2,90.9,59.1
100.0,100.0,25.0,50.0,50.0
97.5,83.5,40.36666666666667,90.9,68.2
98.9,83.1,42.66666666666666,83.2,85.4
97.1,87.69999999999996,38.1,79.1,88.5
100.0,92.3,38.466666666666654,76.9,66.6
99.8,96.7,51.83333333333334,99.6,132.2
100.0,88.9,49.06666666666667,100.0,83.30000000000003
99.4,97.3,37.63333333333333,90.1,68.2
98.2,97.3,74.56666666666669,91.9,74.6
100.0,94.0,45.9,84.8,65.6
99.5,80.9,32.56666666666666,95.0,70.2
93.1,89.19999999999996,35.53333333333333,74.0,67.9
98.4,72.4,30.466666666666665,69.6,38.1
96.4,36.7,26.83333333333333,85.9,67.5
95.1,76.0,33.96666666666667,83.0,50.9
99.7,90.4,43.66666666666666,89.2,79.0
100.0,100.0,60.0,100.0,100.0
100.0,75.4,36.4,95.3,78.5
99.6,97.6,48.36666666666667,93.6,66.5
97.7,51.7,32.93333333333333,86.20000000000002,77.0
96.2,94.0,35.86666666666667,84.89999999999998,65.2
93.0,40.5,33.46666666666666,85.6,65.7
90.8,81.6,37.433333333333344,90.7,67.7
80.4,51.7,30.66666666666666,83.5,70.5
98.7,37.5,38.766666666666666,85.0,56.2
95.9,93.4,40.73333333333333,85.2,53.90000000000001
100.0,62.7,37.333333333333336,90.4,89.2
100.0,87.30000000000004,41.16666666666667,81.2,48.3
100.0,78.6,49.96666666666667,100.0,64.2
99.5,50.0,36.4,90.3,62.8
98.4,69.6,31.466666666666665,91.2,57.6
98.8,73.4,40.8,67.3,41.2
98.7,89.5,32.9,92.1,84.2
97.0,71.3,33.93333333333333,74.9,58.3
98.4,75.4,26.7,66.5,42.9
95.2,94.0,32.5,83.69999999999997,92.7
98.3,96.7,34.13333333333333,90.7,62.1
99.0,67.5,27.5,74.5,55.0
96.8,87.8,30.33333333333333,75.39999999999998,27.8
100.0,67.8,33.6,87.4,61.4
100.0,56.7,36.833333333333336,92.5,80.60000000000002
91.7,77.1,30.66666666666667,68.60000000000001,53.90000000000001
88.2,73.2,27.53333333333333,82.2,57.2
99.8,98.3,36.966666666666654,92.2,67.10000000000001
98.9,88.2,39.4,42.4,77.39999999999998
100.0,67.80000000000001,38.36666666666667,86.3,87.0
97.2,47.1,24.83333333333333,91.5,41.5
81.9,94.5,37.03333333333335,56.9,73.6
97.5,89.9,33.2,91.7,58.8
89.5,92.1,28.93333333333333,78.9,73.69999999999997
100.0,93.9,45.96666666666667,97.0,118.2
84.8,42.3,28.83333333333333,86.5,40.7
100.0,99.7,34.666666666666664,85.8,63.6
78.10000000000002,46.5,17.266666666666666,29.9,20.3
97.3,99.5,33.166666666666664,65.4,36.8
100.0,97.6,32.800000000000004,79.8,68.6
98.3,93.4,31.1,73.3,56.7
100.0,71.5,31.73333333333333,10.7,57.2
97.0,64.69999999999999,38.63333333333333,84.9,60.2
96.1,93.9,26.899999999999995,62.6,34.0
91.8,100.0,39.7,93.2,80.80000000000003
100.0,100.0,60.0,80.0,66.6
84.89999999999998,83.2,30.93333333333333,69.2,46.9
99.6,83.8,38.26666666666667,86.0,69.1
100.0,97.8,37.66666666666666,97.9,106.6
90.8,10.5,27.63333333333333,79.0,47.40000000000001
60.8,93.0,32.266666666666666,86.1,62.7
98.8,93.9,35.36666666666667,87.80000000000004,46.4
94.9,84.7,37.4,90.3,71.9
97.9,52.1,30.566666666666666,78.0,50.7
98.3,98.2,48.23333333333333,98.3,108.6
100.0,95.7,27.566666666666666,74.80000000000003,31.4
91.0,62.8,23.766666666666666,62.8,41.7
96.5,49.6,31.133333333333336,78.1,49.2
90.6,65.6,25.2,71.5,43.1
97.0,28.9,59.46666666666666,23.7,54.0
99.3,88.0,32.36666666666667,93.6,94.3
97.0,78.8,35.86666666666667,87.9,66.6
94.5,95.6,33.7,92.3,31.9
91.1,71.2,33.333333333333336,77.8,35.6
